iter,loss,Acc,mean image rate
2139,3.209,0.344,628.255 img/s).
2140,3.358,0.27,661.788 img/s).
2141,3.568,0.242,676.113 img/s).
2142,3.108,0.309,629.801 img/s).
2143,3.424,0.266,628.311 img/s).
2144,3.51,0.328,699.558 img/s).
2145,3.235,0.305,398.361 img/s).
2146,3.237,0.297,579.386 img/s).
2147,3.328,0.289,661.244 img/s).
2148,3.385,0.262,615.967 img/s).
2149,3.548,0.25,127.066 img/s).
2150,3.451,0.266,29.538 img/s).
2151,3.483,0.285,1052.964 img/s).
2152,3.194,0.305,1078.264 img/s).
2153,3.408,0.258,1100.052 img/s).
2154,3.332,0.301,1076.791 img/s).
2155,3.231,0.285,956.728 img/s).
2156,3.382,0.281,666.159 img/s).
2157,3.411,0.301,674.235 img/s).
2158,3.077,0.328,659.111 img/s).
2159,2.945,0.332,690.804 img/s).
2160,3.345,0.266,479.417 img/s).
2161,3.298,0.301,607.174 img/s).
2162,3.55,0.242,663.714 img/s).
2163,3.279,0.277,662.883 img/s).
2164,3.487,0.219,518.816 img/s).
2165,3.278,0.281,668.609 img/s).
2166,3.498,0.281,672.334 img/s).
2167,3.225,0.301,672.826 img/s).
2168,3.403,0.285,638.459 img/s).
2169,3.3,0.285,456.630 img/s).
2170,3.455,0.285,648.482 img/s).
2171,3.546,0.258,620.027 img/s).
2172,3.123,0.34,625.371 img/s).
2173,3.467,0.277,653.061 img/s).
2174,3.312,0.285,655.506 img/s).
2175,3.52,0.27,633.880 img/s).
2176,3.336,0.254,633.494 img/s).
2177,3.195,0.336,668.991 img/s).
2178,3.403,0.297,653.492 img/s).
2179,3.261,0.301,633.698 img/s).
2180,3.282,0.297,639.701 img/s).
2181,3.301,0.309,491.535 img/s).
2182,3.144,0.328,520.938 img/s).
2183,3.29,0.301,656.559 img/s).
2184,3.529,0.227,590.926 img/s).
2185,3.029,0.336,646.301 img/s).
2186,3.516,0.199,689.581 img/s).
2187,3.061,0.359,666.050 img/s).
2188,2.993,0.324,641.582 img/s).
2189,3.484,0.273,654.931 img/s).
2190,3.321,0.309,646.118 img/s).
2191,3.276,0.305,645.774 img/s).
2192,3.48,0.234,532.534 img/s).
2193,3.177,0.32,551.134 img/s).
2194,3.464,0.309,646.084 img/s).
2195,3.22,0.289,653.764 img/s).
2196,2.946,0.363,508.621 img/s).
2197,3.149,0.285,620.502 img/s).
2198,3.433,0.27,643.005 img/s).
2199,3.166,0.34,678.226 img/s).
2200,3.339,0.305,654.329 img/s).
2201,2.813,0.371,594.145 img/s).
2202,3.271,0.289,667.063 img/s).
2203,3.499,0.266,639.109 img/s).
2204,3.193,0.32,586.048 img/s).
2205,3.077,0.344,598.557 img/s).
2206,3.243,0.281,644.924 img/s).
2207,3.409,0.348,662.398 img/s).
2208,3.235,0.301,668.085 img/s).
2209,3.138,0.305,688.814 img/s).
2210,3.364,0.27,472.012 img/s).
2211,3.288,0.297,643.697 img/s).
2212,3.228,0.289,667.077 img/s).
2213,3.201,0.289,696.815 img/s).
2214,3.484,0.285,659.250 img/s).
2215,3.289,0.301,663.764 img/s).
2216,3.238,0.281,202.549 img/s).
2217,3.328,0.27,643.435 img/s).
2218,3.461,0.27,659.104 img/s).
2219,3.216,0.309,472.442 img/s).
2220,3.393,0.27,613.925 img/s).
2221,3.185,0.301,641.117 img/s).
2222,3.293,0.316,679.133 img/s).
2223,3.115,0.289,630.723 img/s).
2224,3.25,0.336,631.345 img/s).
2225,3.099,0.355,483.989 img/s).
2226,3.3,0.285,665.336 img/s).
2227,3.267,0.27,637.454 img/s).
2228,3.563,0.262,576.664 img/s).
2229,3.422,0.262,648.551 img/s).
2230,3.176,0.254,694.108 img/s).
2231,3.273,0.352,672.016 img/s).
2232,3.376,0.332,652.682 img/s).
2233,3.142,0.324,557.065 img/s).
2234,3.482,0.25,679.845 img/s).
2235,3.219,0.305,641.083 img/s).
2236,3.385,0.285,656.777 img/s).
2237,3.372,0.336,652.720 img/s).
2238,3.173,0.336,556.928 img/s).
2239,3.564,0.273,683.163 img/s).
2240,3.322,0.305,623.673 img/s).
2241,3.426,0.258,584.210 img/s).
2242,3.069,0.359,650.399 img/s).
2243,3.273,0.273,693.343 img/s).
2244,3.483,0.211,626.190 img/s).
2245,3.273,0.281,673.366 img/s).
2246,3.116,0.348,699.274 img/s).
2247,3.393,0.273,671.815 img/s).
2248,3.575,0.227,669.940 img/s).
2249,3.25,0.27,646.171 img/s).
2250,3.095,0.348,670.702 img/s).
2251,3.252,0.289,695.624 img/s).
2252,2.989,0.348,662.107 img/s).
2253,3.169,0.324,654.144 img/s).
2254,3.287,0.309,553.584 img/s).
2255,3.423,0.285,655.608 img/s).
2256,3.158,0.316,661.020 img/s).
2257,3.467,0.273,598.402 img/s).
2258,3.299,0.332,676.504 img/s).
2259,3.186,0.281,583.542 img/s).
2260,3.567,0.27,666.074 img/s).
2261,3.592,0.277,609.032 img/s).
2262,3.413,0.285,628.772 img/s).
2263,3.224,0.301,612.723 img/s).
2264,3.579,0.25,650.274 img/s).
2265,3.395,0.258,627.432 img/s).
2266,3.376,0.262,574.791 img/s).
2267,3.287,0.312,603.047 img/s).
2268,3.153,0.301,513.384 img/s).
2269,3.221,0.289,572.008 img/s).
2270,3.402,0.281,664.668 img/s).
2271,3.203,0.289,619.637 img/s).
2272,3.398,0.285,642.567 img/s).
2273,3.317,0.34,655.336 img/s).
2274,3.335,0.324,567.165 img/s).
2275,3.543,0.277,621.455 img/s).
2276,3.419,0.293,674.821 img/s).
2277,3.39,0.293,579.070 img/s).
2278,3.53,0.262,601.759 img/s).
2279,3.208,0.293,661.652 img/s).
2280,3.378,0.254,672.170 img/s).
2281,3.089,0.352,658.939 img/s).
2282,3.484,0.242,620.530 img/s).
2283,3.16,0.324,656.127 img/s).
2284,3.073,0.34,630.202 img/s).
2285,3.115,0.27,689.485 img/s).
2286,3.467,0.258,619.139 img/s).
2287,3.144,0.328,667.919 img/s).
2288,3.246,0.285,664.174 img/s).
2289,3.434,0.301,454.188 img/s).
2290,3.377,0.301,587.368 img/s).
2291,3.238,0.273,613.775 img/s).
2292,3.207,0.301,630.389 img/s).
2293,3.262,0.293,608.984 img/s).
2294,3.252,0.324,578.967 img/s).
2295,3.261,0.297,387.928 img/s).
2296,3.262,0.277,693.397 img/s).
2297,3.169,0.305,44.100 img/s).
2298,3.079,0.328,166.554 img/s).
2299,3.234,0.277,1099.155 img/s).
2300,3.129,0.316,1104.649 img/s).
2301,3.198,0.305,1074.710 img/s).
2302,3.43,0.297,1128.644 img/s).
2303,3.441,0.27,1010.466 img/s).
2304,3.152,0.328,616.989 img/s).
2305,3.019,0.316,672.711 img/s).
2306,3.356,0.289,660.674 img/s).
2307,3.231,0.297,651.206 img/s).
2308,3.405,0.281,679.164 img/s).
2309,2.996,0.32,645.181 img/s).
2310,3.185,0.293,639.126 img/s).
2311,3.401,0.312,650.658 img/s).
2312,3.113,0.348,660.270 img/s).
2313,3.208,0.289,682.309 img/s).
2314,3.531,0.246,639.860 img/s).
2315,3.2,0.277,644.887 img/s).
2316,3.175,0.336,637.806 img/s).
2317,3.458,0.25,681.944 img/s).
2318,3.186,0.301,544.528 img/s).
2319,3.407,0.266,542.419 img/s).
2320,3.346,0.281,662.458 img/s).
2321,3.306,0.281,695.050 img/s).
2322,3.359,0.293,675.722 img/s).
2323,3.062,0.352,600.279 img/s).
2324,3.151,0.328,661.976 img/s).
2325,3.255,0.32,643.356 img/s).
2326,3.216,0.344,656.519 img/s).
2327,3.381,0.285,708.637 img/s).
2328,3.161,0.297,671.131 img/s).
2329,3.052,0.316,685.316 img/s).
2330,3.284,0.312,641.423 img/s).
2331,3.273,0.305,635.511 img/s).
2332,3.346,0.293,473.043 img/s).
2333,3.337,0.293,682.369 img/s).
2334,3.166,0.312,707.972 img/s).
2335,3.319,0.297,572.599 img/s).
2336,3.374,0.281,702.115 img/s).
2337,3.218,0.277,632.838 img/s).
2338,3.297,0.297,631.208 img/s).
2339,3.299,0.289,487.637 img/s).
2340,3.31,0.289,66.782 img/s).
2341,2.956,0.34,400.814 img/s).
2342,3.06,0.316,620.140 img/s).
2343,3.216,0.328,414.565 img/s).
2344,3.34,0.316,649.944 img/s).
2345,3.452,0.25,679.550 img/s).
2346,3.311,0.32,654.159 img/s).
2347,3.091,0.309,607.262 img/s).
2348,3.188,0.293,704.213 img/s).
2349,3.298,0.289,658.751 img/s).
2350,3.368,0.281,677.185 img/s).
2351,3.316,0.34,672.544 img/s).
2352,3.239,0.309,611.264 img/s).
2353,3.159,0.309,684.200 img/s).
2354,3.304,0.305,616.137 img/s).
2355,3.426,0.242,702.794 img/s).
2356,3.097,0.367,671.842 img/s).
2357,3.242,0.293,276.819 img/s).
2358,3.269,0.27,315.941 img/s).
2359,3.168,0.254,683.001 img/s).
2360,3.046,0.316,682.138 img/s).
2361,3.209,0.32,697.310 img/s).
2362,3.116,0.336,560.260 img/s).
2363,3.358,0.285,673.742 img/s).
2364,3.162,0.309,626.487 img/s).
2365,3.254,0.312,585.949 img/s).
2366,2.943,0.371,528.155 img/s).
2367,3.37,0.316,681.520 img/s).
2368,3.175,0.324,649.020 img/s).
2369,3.31,0.297,663.707 img/s).
2370,3.217,0.312,665.833 img/s).
2371,3.126,0.328,649.155 img/s).
2372,3.123,0.332,680.111 img/s).
2373,3.39,0.223,622.651 img/s).
2374,3.377,0.254,715.706 img/s).
2375,3.159,0.312,671.443 img/s).
2376,3.126,0.305,600.164 img/s).
2377,3.285,0.266,665.077 img/s).
2378,3.429,0.281,666.491 img/s).
2379,3.185,0.301,731.540 img/s).
2380,3.177,0.312,676.617 img/s).
2381,3.176,0.312,675.492 img/s).
2382,3.146,0.324,684.402 img/s).
2383,3.436,0.273,670.374 img/s).
2384,3.242,0.309,664.825 img/s).
2385,3.327,0.246,685.652 img/s).
2386,3.298,0.285,566.105 img/s).
2387,3.278,0.289,584.768 img/s).
2388,3.231,0.297,652.994 img/s).
2389,3.351,0.262,618.366 img/s).
2390,3.549,0.234,685.237 img/s).
2391,3.467,0.273,544.257 img/s).
2392,3.489,0.27,715.034 img/s).
2393,3.279,0.324,647.544 img/s).
2394,3.355,0.254,623.866 img/s).
2395,3.31,0.277,368.331 img/s).
2396,3.323,0.297,649.361 img/s).
2397,3.358,0.285,655.325 img/s).
2398,3.27,0.297,643.080 img/s).
2399,3.132,0.324,493.242 img/s).
2400,3.316,0.285,537.113 img/s).
2401,3.269,0.297,666.686 img/s).
2402,3.118,0.316,646.994 img/s).
2403,3.248,0.336,626.315 img/s).
2404,3.146,0.336,575.430 img/s).
2405,3.266,0.277,378.629 img/s).
2406,3.233,0.297,664.516 img/s).
2407,3.179,0.273,535.270 img/s).
2408,3.397,0.289,667.807 img/s).
2409,3.319,0.305,452.645 img/s).
2410,3.091,0.328,484.448 img/s).
2411,3.463,0.293,606.830 img/s).
2412,3.192,0.309,625.989 img/s).
2413,3.568,0.246,644.529 img/s).
2414,2.913,0.355,512.375 img/s).
2415,3.547,0.262,460.125 img/s).
2416,3.217,0.344,627.237 img/s).
2417,3.124,0.324,643.017 img/s).
2418,3.484,0.234,614.228 img/s).
2419,3.482,0.277,658.401 img/s).
2420,3.262,0.281,551.568 img/s).
2421,3.183,0.312,562.715 img/s).
2422,3.145,0.285,608.179 img/s).
2423,3.599,0.254,647.485 img/s).
2424,3.265,0.301,663.478 img/s).
2425,3.182,0.328,475.725 img/s).
2426,2.982,0.34,507.124 img/s).
2427,3.461,0.27,662.507 img/s).
2428,3.343,0.281,664.310 img/s).
2429,2.887,0.371,686.833 img/s).
2430,3.336,0.289,649.417 img/s).
2431,3.43,0.266,275.336 img/s).
2432,3.319,0.293,664.657 img/s).
2433,3.085,0.277,629.655 img/s).
2434,3.574,0.266,534.044 img/s).
2435,3.18,0.328,685.096 img/s).
2436,3.182,0.297,656.720 img/s).
2437,3.316,0.273,695.111 img/s).
2438,3.159,0.32,636.179 img/s).
2439,3.346,0.285,617.629 img/s).
2440,3.039,0.371,426.904 img/s).
2441,3.071,0.344,626.374 img/s).
2442,3.341,0.281,607.865 img/s).
2443,3.13,0.293,652.512 img/s).
2444,3.234,0.316,602.912 img/s).
2445,3.252,0.273,574.101 img/s).
2446,3.437,0.297,437.825 img/s).
2447,3.043,0.328,623.374 img/s).
2448,3.147,0.344,682.763 img/s).
2449,3.078,0.355,606.086 img/s).
2450,3.168,0.285,658.826 img/s).
2451,3.489,0.285,563.678 img/s).
2452,2.987,0.316,553.666 img/s).
2453,2.96,0.367,623.730 img/s).
2454,3.198,0.312,624.886 img/s).
2455,3.525,0.23,656.918 img/s).
2456,3.232,0.312,208.893 img/s).
2457,3.304,0.293,337.622 img/s).
2458,3.238,0.32,30.277 img/s).
2459,3.299,0.316,1028.916 img/s).
2460,3.44,0.301,1117.990 img/s).
2461,3.254,0.301,1099.570 img/s).
2462,2.751,0.367,1113.308 img/s).
2463,3.423,0.273,667.946 img/s).
2464,3.129,0.34,663.927 img/s).
2465,3.058,0.348,626.274 img/s).
2466,3.293,0.27,576.076 img/s).
2467,3.266,0.316,629.469 img/s).
2468,3.233,0.332,646.494 img/s).
2469,3.291,0.262,673.820 img/s).
2470,3.362,0.277,639.448 img/s).
2471,3.103,0.34,660.223 img/s).
2472,3.126,0.34,609.514 img/s).
2473,3.422,0.285,687.636 img/s).
2474,3.105,0.293,584.757 img/s).
2475,3.291,0.297,645.649 img/s).
2476,3.133,0.297,580.736 img/s).
2477,3.209,0.297,676.818 img/s).
2478,3.159,0.324,629.025 img/s).
2479,3.078,0.324,614.253 img/s).
2480,3.492,0.258,603.491 img/s).
2481,2.913,0.348,700.925 img/s).
2482,3.212,0.332,645.981 img/s).
2483,3.289,0.297,663.711 img/s).
2484,3.498,0.273,651.280 img/s).
2485,3.236,0.27,697.531 img/s).
2486,3.342,0.281,680.540 img/s).
2487,3.257,0.293,630.807 img/s).
2488,3.308,0.281,602.750 img/s).
2489,3.441,0.25,607.337 img/s).
2490,3.448,0.281,594.616 img/s).
2491,3.419,0.242,495.896 img/s).
2492,3.205,0.25,663.527 img/s).
2493,3.099,0.359,670.377 img/s).
2494,3.198,0.293,613.613 img/s).
2495,3.075,0.305,660.969 img/s).
2496,3.094,0.312,645.390 img/s).
2497,3.092,0.32,667.063 img/s).
2498,3.168,0.305,614.282 img/s).
2499,3.391,0.254,687.120 img/s).
2500,3.27,0.332,641.108 img/s).
2501,3.259,0.293,632.030 img/s).
2502,3.251,0.336,689.213 img/s).
2503,3.33,0.262,663.363 img/s).
2504,3.37,0.289,618.428 img/s).
2505,3.127,0.348,612.617 img/s).
2506,2.989,0.316,674.361 img/s).
2507,3.233,0.281,667.899 img/s).
2508,3.407,0.266,629.314 img/s).
2509,3.561,0.246,631.263 img/s).
2510,3.29,0.301,604.303 img/s).
2511,3.067,0.332,662.362 img/s).
2512,2.907,0.375,700.442 img/s).
2513,3.364,0.309,590.950 img/s).
2514,3.087,0.312,689.570 img/s).
2515,3.365,0.27,589.907 img/s).
2516,3.308,0.309,632.797 img/s).
2517,3.06,0.355,640.855 img/s).
2518,3.009,0.32,608.101 img/s).
2519,3.666,0.27,677.940 img/s).
2520,3.179,0.309,660.254 img/s).
2521,3.18,0.281,680.248 img/s).
2522,3.351,0.285,662.238 img/s).
2523,3.371,0.285,674.885 img/s).
2524,3.125,0.293,637.229 img/s).
2525,3.072,0.363,670.422 img/s).
2526,3.671,0.25,609.018 img/s).
2527,3.549,0.23,682.852 img/s).
2528,3.475,0.309,648.028 img/s).
2529,3.037,0.324,689.878 img/s).
2530,3.397,0.266,600.598 img/s).
2531,3.286,0.336,665.794 img/s).
2532,3.367,0.281,653.335 img/s).
2533,3.122,0.309,471.756 img/s).
2534,3.385,0.266,683.131 img/s).
2535,3.156,0.297,691.142 img/s).
2536,3.43,0.289,658.988 img/s).
2537,3.381,0.25,650.654 img/s).
2538,3.177,0.34,635.708 img/s).
2539,3.246,0.348,617.274 img/s).
2540,3.311,0.309,590.140 img/s).
2541,3.007,0.336,636.275 img/s).
2542,3.162,0.297,684.390 img/s).
2543,3.184,0.336,596.552 img/s).
2544,3.295,0.273,697.382 img/s).
2545,3.228,0.312,659.362 img/s).
2546,3.55,0.277,692.200 img/s).
2547,3.173,0.289,684.289 img/s).
2548,3.243,0.27,717.763 img/s).
2549,3.46,0.27,616.815 img/s).
2550,3.1,0.348,578.161 img/s).
2551,3.321,0.332,609.018 img/s).
2552,3.405,0.285,642.520 img/s).
2553,3.037,0.367,618.100 img/s).
2554,3.034,0.352,710.983 img/s).
2555,3.124,0.332,614.960 img/s).
2556,2.904,0.363,625.991 img/s).
2557,3.213,0.309,664.506 img/s).
2558,3.156,0.359,669.167 img/s).
2559,3.432,0.266,659.594 img/s).
2560,3.319,0.309,684.673 img/s).
2561,3.493,0.301,647.638 img/s).
2562,3.27,0.273,660.025 img/s).
2563,3.379,0.297,728.721 img/s).
2564,3.213,0.293,533.808 img/s).
2565,3.394,0.285,703.056 img/s).
2566,3.202,0.312,704.262 img/s).
2567,3.072,0.285,626.799 img/s).
2568,3.216,0.328,656.390 img/s).
2569,3.197,0.348,625.976 img/s).
2570,3.339,0.32,666.284 img/s).
2571,3.306,0.266,703.729 img/s).
2572,3.272,0.293,675.179 img/s).
2573,2.946,0.348,600.638 img/s).
2574,3.415,0.25,682.634 img/s).
2575,3.23,0.324,609.088 img/s).
2576,3.369,0.262,683.315 img/s).
2577,3.385,0.262,658.028 img/s).
2578,3.25,0.312,699.582 img/s).
2579,3.401,0.297,646.362 img/s).
2580,3.3,0.238,677.639 img/s).
2581,3.507,0.242,562.225 img/s).
2582,3.407,0.285,684.402 img/s).
2583,3.487,0.289,684.353 img/s).
2584,3.274,0.277,650.710 img/s).
2585,3.375,0.324,674.845 img/s).
2586,3.267,0.281,661.277 img/s).
2587,3.322,0.285,647.605 img/s).
2588,3.184,0.285,563.665 img/s).
2589,2.86,0.395,648.339 img/s).
2590,3.495,0.25,698.330 img/s).
2591,3.508,0.238,645.244 img/s).
2592,3.282,0.293,708.178 img/s).
2593,3.345,0.25,611.753 img/s).
2594,3.449,0.277,684.978 img/s).
2595,3.244,0.312,676.607 img/s).
2596,3.062,0.348,662.595 img/s).
2597,3.379,0.273,46.866 img/s).
2598,3.647,0.258,94.665 img/s).
2599,3.371,0.293,989.298 img/s).
2600,3.18,0.293,1098.340 img/s).
2601,3.482,0.242,1095.424 img/s).
2602,3.173,0.324,855.433 img/s).
2603,3.128,0.332,724.695 img/s).
2604,3.304,0.312,716.816 img/s).
2605,2.991,0.328,603.216 img/s).
2606,3.098,0.309,659.311 img/s).
2607,3.319,0.293,629.996 img/s).
2608,3.338,0.281,706.574 img/s).
2609,3.168,0.328,690.222 img/s).
2610,3.151,0.289,698.453 img/s).
2611,3.098,0.312,696.889 img/s).
2612,3.137,0.297,710.988 img/s).
2613,3.323,0.297,682.123 img/s).
2614,3.173,0.32,701.311 img/s).
2615,3.551,0.266,679.556 img/s).
2616,3.51,0.242,694.571 img/s).
2617,3.29,0.293,601.267 img/s).
2618,3.314,0.293,715.941 img/s).
2619,3.294,0.289,657.178 img/s).
2620,3.191,0.289,682.041 img/s).
2621,3.369,0.289,668.163 img/s).
2622,3.656,0.254,665.758 img/s).
2623,3.061,0.32,604.907 img/s).
2624,3.353,0.281,472.753 img/s).
2625,3.252,0.34,617.820 img/s).
2626,3.329,0.305,639.465 img/s).
2627,3.377,0.305,726.112 img/s).
2628,3.327,0.277,695.959 img/s).
2629,3.31,0.309,652.970 img/s).
2630,3.106,0.348,659.647 img/s).
2631,3.489,0.254,672.347 img/s).
2632,3.176,0.32,574.935 img/s).
2633,3.039,0.328,696.099 img/s).
2634,3.191,0.332,652.722 img/s).
2635,3.174,0.355,693.129 img/s).
2636,3.178,0.312,673.030 img/s).
2637,3.332,0.262,689.162 img/s).
2638,3.299,0.312,696.021 img/s).
2639,3.368,0.285,700.553 img/s).
2640,3.472,0.301,618.464 img/s).
2641,3.15,0.305,520.730 img/s).
2642,3.488,0.238,652.705 img/s).
2643,3.253,0.32,696.223 img/s).
2644,3.328,0.297,692.183 img/s).
2645,2.987,0.316,629.907 img/s).
2646,3.273,0.316,684.867 img/s).
2647,3.178,0.262,679.891 img/s).
2648,3.35,0.301,677.395 img/s).
2649,3.509,0.219,698.212 img/s).
2650,3.231,0.312,713.349 img/s).
2651,3.397,0.273,681.662 img/s).
2652,3.462,0.277,648.726 img/s).
2653,3.049,0.359,668.685 img/s).
2654,3.143,0.32,636.327 img/s).
2655,3.626,0.25,668.780 img/s).
2656,3.448,0.273,617.422 img/s).
2657,3.405,0.293,645.309 img/s).
2658,3.114,0.316,711.744 img/s).
2659,3.229,0.316,661.036 img/s).
2660,3.291,0.324,628.270 img/s).
2661,3.397,0.309,430.111 img/s).
2662,3.54,0.242,600.133 img/s).
2663,3.158,0.344,665.053 img/s).
2664,3.221,0.312,681.948 img/s).
2665,3.311,0.293,659.052 img/s).
2666,2.979,0.336,695.826 img/s).
2667,3.251,0.305,609.179 img/s).
2668,3.114,0.355,711.561 img/s).
2669,3.212,0.312,657.678 img/s).
2670,3.245,0.297,684.615 img/s).
2671,3.1,0.352,685.991 img/s).
2672,3.135,0.367,683.328 img/s).
2673,3.111,0.32,668.330 img/s).
2674,3.371,0.273,676.585 img/s).
2675,3.444,0.305,639.853 img/s).
2676,3.072,0.348,676.326 img/s).
2677,3.379,0.273,693.189 img/s).
2678,2.981,0.328,660.357 img/s).
2679,3.306,0.328,697.846 img/s).
2680,3.066,0.293,672.077 img/s).
2681,3.088,0.312,657.678 img/s).
2682,3.425,0.297,634.123 img/s).
2683,3.347,0.309,654.616 img/s).
2684,3.147,0.316,676.789 img/s).
2685,3.401,0.309,729.281 img/s).
2686,3.675,0.242,663.181 img/s).
2687,3.158,0.332,702.440 img/s).
2688,3.168,0.312,740.573 img/s).
2689,3.173,0.312,712.993 img/s).
2690,3.139,0.32,546.450 img/s).
2691,3.1,0.352,682.077 img/s).
2692,3.338,0.262,724.124 img/s).
2693,3.338,0.273,659.427 img/s).
2694,3.216,0.344,660.825 img/s).
2695,3.588,0.258,650.459 img/s).
2696,3.122,0.312,656.849 img/s).
2697,3.079,0.324,690.435 img/s).
2698,3.5,0.32,675.363 img/s).
2699,3.241,0.297,692.786 img/s).
2700,3.141,0.355,690.252 img/s).
2701,3.509,0.293,675.448 img/s).
2702,3.249,0.309,693.804 img/s).
2703,3.233,0.293,695.667 img/s).
2704,3.152,0.324,676.392 img/s).
2705,3.494,0.273,561.796 img/s).
2706,3.118,0.359,680.453 img/s).
2707,3.327,0.285,662.038 img/s).
2708,3.308,0.305,543.556 img/s).
2709,3.134,0.332,599.417 img/s).
2710,3.319,0.309,708.660 img/s).
2711,3.653,0.254,498.735 img/s).
2712,2.941,0.348,651.653 img/s).
2713,3.244,0.297,596.818 img/s).
2714,2.988,0.348,727.465 img/s).
2715,3.192,0.348,634.870 img/s).
2716,3.139,0.301,700.796 img/s).
2717,3.117,0.32,689.689 img/s).
2718,3.383,0.277,625.963 img/s).
2719,3.052,0.355,645.148 img/s).
2720,3.267,0.316,677.267 img/s).
2721,3.11,0.328,564.035 img/s).
2722,3.349,0.297,456.963 img/s).
2723,3.387,0.297,656.337 img/s).
2724,3.392,0.254,689.182 img/s).
2725,3.172,0.332,571.878 img/s).
2726,3.345,0.301,668.917 img/s).
2727,3.256,0.332,689.657 img/s).
2728,3.254,0.34,541.425 img/s).
2729,3.477,0.254,697.193 img/s).
2730,3.109,0.355,619.782 img/s).
2731,3.239,0.27,666.825 img/s).
2732,3.425,0.277,630.624 img/s).
2733,2.977,0.309,648.885 img/s).
2734,3.4,0.285,651.674 img/s).
2735,3.312,0.305,599.485 img/s).
2736,3.184,0.34,625.162 img/s).
2737,3.022,0.312,702.761 img/s).
2738,3.169,0.281,625.853 img/s).
2739,3.06,0.312,610.035 img/s).
2740,3.62,0.25,547.220 img/s).
2741,3.333,0.281,720.780 img/s).
2742,3.178,0.344,652.058 img/s).
2743,3.253,0.289,146.518 img/s).
2744,3.151,0.312,718.035 img/s).
2745,3.375,0.297,593.342 img/s).
2746,3.379,0.27,670.988 img/s).
2747,3.177,0.27,613.616 img/s).
2748,3.361,0.293,697.903 img/s).
2749,3.148,0.297,694.645 img/s).
2750,3.318,0.324,697.872 img/s).
2751,3.252,0.328,696.981 img/s).
2752,3.27,0.328,646.820 img/s).
2753,3.332,0.273,699.750 img/s).
2754,3.382,0.293,737.878 img/s).
2755,3.331,0.289,176.551 img/s).
2756,3.326,0.27,717.803 img/s).
2757,3.286,0.281,635.539 img/s).
2758,3.073,0.336,630.504 img/s).
2759,3.183,0.277,708.333 img/s).
2760,3.11,0.32,26.220 img/s).
2761,3.348,0.285,522.011 img/s).
2762,3.15,0.32,1082.432 img/s).
2763,3.175,0.285,678.679 img/s).
2764,3.234,0.301,636.342 img/s).
2765,3.02,0.367,687.380 img/s).
2766,3.43,0.293,701.365 img/s).
2767,3.369,0.277,556.701 img/s).
2768,3.313,0.262,690.821 img/s).
2769,3.349,0.301,677.929 img/s).
2770,3.422,0.254,700.514 img/s).
2771,3.471,0.25,591.644 img/s).
2772,3.287,0.293,669.177 img/s).
2773,3.252,0.332,739.159 img/s).
2774,3.212,0.293,717.913 img/s).
2775,3.259,0.336,575.732 img/s).
2776,3.383,0.312,658.568 img/s).
2777,3.378,0.289,624.716 img/s).
2778,3.163,0.332,567.806 img/s).
2779,3.549,0.25,595.152 img/s).
2780,3.43,0.258,735.332 img/s).
2781,3.12,0.316,678.645 img/s).
2782,3.254,0.309,703.990 img/s).
2783,3.158,0.328,719.917 img/s).
2784,3.112,0.367,649.097 img/s).
2785,3.205,0.316,694.326 img/s).
2786,3.236,0.301,727.373 img/s).
2787,3.048,0.371,680.773 img/s).
2788,3.424,0.258,717.892 img/s).
2789,3.126,0.344,712.328 img/s).
2790,3.296,0.301,690.604 img/s).
2791,3.391,0.27,594.798 img/s).
2792,3.222,0.266,503.374 img/s).
2793,2.932,0.383,669.209 img/s).
2794,2.871,0.367,705.114 img/s).
2795,3.227,0.266,733.717 img/s).
2796,3.196,0.328,695.675 img/s).
2797,2.909,0.398,680.077 img/s).
2798,3.245,0.293,604.645 img/s).
2799,3.099,0.359,635.880 img/s).
2800,3.429,0.305,673.178 img/s).
2801,3.26,0.309,696.556 img/s).
2802,2.995,0.32,697.697 img/s).
2803,3.11,0.352,718.495 img/s).
2804,3.571,0.25,705.613 img/s).
2805,3.2,0.324,707.291 img/s).
2806,3.34,0.309,670.820 img/s).
2807,3.189,0.285,671.511 img/s).
2808,3.014,0.332,605.642 img/s).
2809,3.244,0.34,700.289 img/s).
2810,3.328,0.305,721.265 img/s).
2811,3.238,0.316,678.913 img/s).
2812,3.231,0.273,699.693 img/s).
2813,3.138,0.312,678.172 img/s).
2814,3.097,0.312,660.563 img/s).
2815,3.292,0.293,704.814 img/s).
2816,3.341,0.289,722.374 img/s).
2817,3.277,0.305,625.708 img/s).
2818,3.168,0.301,725.411 img/s).
2819,3.123,0.297,689.105 img/s).
2820,3.268,0.289,712.745 img/s).
2821,3.186,0.305,711.256 img/s).
2822,3.14,0.309,759.873 img/s).
2823,3.229,0.297,454.718 img/s).
2824,3.089,0.324,698.613 img/s).
2825,3.019,0.379,708.376 img/s).
2826,2.864,0.352,688.017 img/s).
2827,3.125,0.316,731.407 img/s).
2828,3.184,0.301,669.497 img/s).
2829,3.138,0.316,674.103 img/s).
2830,3.395,0.273,698.467 img/s).
2831,2.939,0.379,658.753 img/s).
2832,3.425,0.305,575.746 img/s).
2833,3.126,0.332,613.279 img/s).
2834,3.124,0.312,750.900 img/s).
2835,3.288,0.289,745.942 img/s).
2836,3.345,0.309,608.546 img/s).
