iter,loss,Acc,mean image rate
3535,3.284,0.305,722.865 img/s).
3536,3.11,0.348,721.793 img/s).
3537,3.201,0.297,744.396 img/s).
3538,3.063,0.34,708.499 img/s).
3539,3.097,0.312,697.981 img/s).
3540,3.405,0.293,773.038 img/s).
3541,3.228,0.312,721.126 img/s).
3542,3.242,0.297,708.091 img/s).
3543,3.274,0.273,676.487 img/s).
3544,3.245,0.281,665.575 img/s).
3545,3.006,0.305,738.208 img/s).
3546,3.291,0.312,717.522 img/s).
3547,3.243,0.328,739.523 img/s).
3548,3.146,0.32,682.544 img/s).
3549,2.996,0.324,748.862 img/s).
3550,3.275,0.324,730.633 img/s).
3551,3.25,0.297,718.891 img/s).
3552,3.205,0.336,739.723 img/s).
3553,3.122,0.328,770.815 img/s).
3554,3.166,0.332,708.588 img/s).
3555,3.148,0.32,699.612 img/s).
3556,3.262,0.312,807.166 img/s).
3557,3.014,0.32,516.403 img/s).
3558,3.34,0.363,689.175 img/s).
3559,3.124,0.328,719.752 img/s).
3560,3.354,0.277,735.673 img/s).
3561,3.275,0.277,750.758 img/s).
3562,3.046,0.336,686.056 img/s).
3563,3.096,0.301,609.282 img/s).
3564,3.085,0.332,737.431 img/s).
3565,3.055,0.312,730.653 img/s).
3566,3.205,0.324,768.711 img/s).
3567,3.202,0.301,668.658 img/s).
3568,3.249,0.285,747.223 img/s).
3569,3.078,0.355,683.829 img/s).
3570,3.151,0.293,688.670 img/s).
3571,3.144,0.316,573.193 img/s).
3572,3.448,0.254,620.148 img/s).
3573,3.447,0.262,732.523 img/s).
3574,2.937,0.34,753.351 img/s).
3575,3.212,0.293,580.078 img/s).
3576,3.173,0.332,692.361 img/s).
3577,3.239,0.309,780.534 img/s).
3578,3.272,0.258,672.966 img/s).
3579,3.423,0.266,691.986 img/s).
3580,3.187,0.348,755.585 img/s).
3581,3.134,0.344,691.597 img/s).
3582,3.296,0.312,757.883 img/s).
3583,3.361,0.316,604.334 img/s).
3584,2.984,0.367,733.594 img/s).
3585,3.275,0.324,681.424 img/s).
3586,3.324,0.312,571.024 img/s).
3587,3.15,0.344,721.377 img/s).
3588,2.906,0.34,712.847 img/s).
3589,3.276,0.297,716.871 img/s).
3590,3.184,0.309,739.602 img/s).
3591,3.115,0.363,697.889 img/s).
3592,3.267,0.301,716.089 img/s).
3593,3.204,0.309,710.156 img/s).
3594,3.162,0.34,715.590 img/s).
3595,3.579,0.293,700.357 img/s).
3596,3.158,0.336,521.665 img/s).
3597,2.995,0.375,647.213 img/s).
3598,3.309,0.27,739.632 img/s).
3599,3.216,0.27,706.327 img/s).
3600,3.272,0.277,730.008 img/s).
3601,3.242,0.32,650.133 img/s).
3602,3.258,0.234,710.455 img/s).
3603,3.144,0.312,754.102 img/s).
3604,3.051,0.355,716.387 img/s).
3605,3.204,0.301,755.325 img/s).
3606,3.286,0.32,733.011 img/s).
3607,3.337,0.305,641.496 img/s).
3608,3.205,0.336,753.301 img/s).
3609,3.483,0.285,517.201 img/s).
3610,3.181,0.348,703.303 img/s).
3611,3.393,0.328,698.506 img/s).
3612,3.265,0.316,654.991 img/s).
3613,3.128,0.336,756.613 img/s).
3614,3.064,0.371,786.916 img/s).
3615,3.077,0.359,668.265 img/s).
3616,3.14,0.312,747.612 img/s).
3617,3.3,0.266,641.563 img/s).
3618,3,0.316,622.149 img/s).
3619,3.313,0.277,707.335 img/s).
3620,3.102,0.344,699.222 img/s).
3621,3.294,0.309,680.461 img/s).
3622,3.177,0.289,511.071 img/s).
3623,3.345,0.301,687.421 img/s).
3624,2.947,0.328,743.305 img/s).
3625,3.312,0.328,745.878 img/s).
3626,3.092,0.297,657.487 img/s).
3627,3.286,0.297,744.854 img/s).
3628,3.348,0.316,712.681 img/s).
3629,3.054,0.312,660.176 img/s).
3630,3.177,0.309,680.416 img/s).
3631,3.054,0.352,695.366 img/s).
3632,3.014,0.336,736.792 img/s).
3633,3.022,0.336,738.417 img/s).
3634,3.356,0.297,710.596 img/s).
3635,3.299,0.27,752.180 img/s).
3636,3.711,0.285,558.195 img/s).
3637,3.251,0.316,632.712 img/s).
3638,3.283,0.32,612.457 img/s).
3639,3.049,0.355,732.932 img/s).
3640,3.215,0.297,693.782 img/s).
3641,3.249,0.312,696.723 img/s).
3642,3.086,0.324,681.896 img/s).
3643,3.278,0.34,735.646 img/s).
3644,3.142,0.312,620.441 img/s).
3645,3.193,0.273,757.629 img/s).
3646,3.135,0.367,658.281 img/s).
3647,3.157,0.301,699.815 img/s).
3648,2.994,0.355,765.740 img/s).
3649,3.285,0.312,672.621 img/s).
3650,3.368,0.316,633.965 img/s).
3651,3.301,0.281,675.520 img/s).
3652,3.188,0.316,755.728 img/s).
3653,3.084,0.344,723.471 img/s).
3654,3.297,0.281,739.936 img/s).
3655,3.459,0.301,703.162 img/s).
3656,3.248,0.355,121.530 img/s).
3657,3.075,0.348,238.980 img/s).
3658,2.958,0.355,1036.779 img/s).
3659,3.309,0.297,894.880 img/s).
3660,3.17,0.352,1011.040 img/s).
3661,3.397,0.32,1095.879 img/s).
3662,3.02,0.371,1085.050 img/s).
3663,3.021,0.348,965.947 img/s).
3664,3.379,0.293,687.486 img/s).
3665,2.979,0.355,718.637 img/s).
3666,3.084,0.336,723.173 img/s).
3667,3.261,0.336,667.568 img/s).
3668,3.058,0.344,598.781 img/s).
3669,3.257,0.32,709.566 img/s).
3670,3.062,0.324,698.750 img/s).
3671,3.022,0.359,624.437 img/s).
3672,3.248,0.312,634.510 img/s).
3673,3.531,0.277,689.690 img/s).
3674,3.064,0.336,765.726 img/s).
3675,2.988,0.344,732.975 img/s).
3676,3.451,0.309,754.435 img/s).
3677,3.129,0.34,746.329 img/s).
3678,3.353,0.297,703.335 img/s).
3679,3.276,0.309,725.350 img/s).
3680,3.074,0.316,811.620 img/s).
3681,3.092,0.312,631.002 img/s).
3682,3.472,0.285,648.451 img/s).
3683,3.232,0.297,647.046 img/s).
3684,3.424,0.277,732.737 img/s).
3685,3.185,0.312,742.783 img/s).
3686,3.192,0.344,748.282 img/s).
3687,3.212,0.316,645.191 img/s).
3688,3.361,0.277,700.427 img/s).
3689,3.217,0.293,739.856 img/s).
3690,3.276,0.32,677.311 img/s).
3691,3.151,0.34,750.561 img/s).
3692,3.144,0.328,699.899 img/s).
3693,3.291,0.328,737.993 img/s).
3694,3.337,0.258,592.362 img/s).
3695,3.201,0.316,736.633 img/s).
3696,3.325,0.301,645.112 img/s).
3697,3.137,0.32,726.083 img/s).
3698,3.228,0.281,770.727 img/s).
3699,3.273,0.328,716.730 img/s).
3700,3.224,0.273,770.670 img/s).
3701,2.856,0.359,763.440 img/s).
3702,3.423,0.277,687.395 img/s).
3703,3.265,0.293,776.236 img/s).
3704,3.294,0.305,716.152 img/s).
3705,3.182,0.305,711.074 img/s).
3706,3.066,0.344,680.225 img/s).
3707,3.308,0.312,740.474 img/s).
3708,3.046,0.336,613.519 img/s).
3709,3.124,0.301,726.515 img/s).
3710,3.367,0.285,735.203 img/s).
3711,3.495,0.293,737.307 img/s).
3712,3.117,0.305,707.321 img/s).
3713,3.247,0.309,734.110 img/s).
3714,3.104,0.375,694.101 img/s).
3715,3.134,0.316,726.377 img/s).
3716,3.057,0.34,734.271 img/s).
3717,2.966,0.398,704.353 img/s).
3718,3.284,0.301,702.563 img/s).
3719,3.345,0.336,761.067 img/s).
3720,2.968,0.352,709.285 img/s).
3721,3.35,0.309,598.033 img/s).
3722,3.228,0.324,720.470 img/s).
3723,3.243,0.289,760.930 img/s).
3724,3.182,0.312,705.104 img/s).
3725,2.863,0.367,696.318 img/s).
3726,3.242,0.34,750.523 img/s).
3727,3.387,0.293,714.494 img/s).
3728,3.111,0.355,710.613 img/s).
3729,3.476,0.301,763.354 img/s).
3730,2.82,0.359,708.202 img/s).
3731,3.236,0.301,595.650 img/s).
3732,3.058,0.32,658.470 img/s).
3733,3.053,0.301,704.839 img/s).
3734,3.051,0.383,767.362 img/s).
3735,3.241,0.293,609.633 img/s).
3736,3.158,0.32,713.720 img/s).
3737,3.133,0.344,779.265 img/s).
3738,3.338,0.246,650.001 img/s).
3739,3.078,0.309,737.767 img/s).
3740,3.265,0.297,719.812 img/s).
3741,3.163,0.348,540.685 img/s).
3742,3.134,0.305,723.168 img/s).
3743,3.194,0.309,689.384 img/s).
3744,3.225,0.273,752.632 img/s).
3745,3.019,0.293,661.669 img/s).
3746,3.104,0.352,702.232 img/s).
3747,3.285,0.324,685.603 img/s).
3748,2.981,0.348,748.234 img/s).
3749,3.048,0.344,709.664 img/s).
3750,3.145,0.32,706.517 img/s).
3751,3.11,0.34,698.421 img/s).
3752,3.216,0.301,681.059 img/s).
3753,3.075,0.352,713.177 img/s).
3754,3.326,0.273,688.410 img/s).
3755,3.225,0.289,454.416 img/s).
3756,3.094,0.312,671.157 img/s).
3757,3.035,0.336,774.174 img/s).
3758,3.144,0.312,714.515 img/s).
3759,3.28,0.336,749.543 img/s).
3760,3.172,0.312,685.302 img/s).
3761,3.406,0.293,705.119 img/s).
3762,3.073,0.332,741.165 img/s).
3763,3.084,0.301,716.116 img/s).
3764,3.035,0.293,740.861 img/s).
3765,3.19,0.34,604.015 img/s).
3766,3.284,0.258,648.662 img/s).
3767,3.221,0.316,623.196 img/s).
3768,3.19,0.289,555.797 img/s).
3769,3.153,0.348,733.343 img/s).
3770,3.167,0.289,641.630 img/s).
3771,3.063,0.379,29.247 img/s).
3772,3.16,0.336,825.804 img/s).
3773,3.228,0.336,857.978 img/s).
3774,2.943,0.359,838.372 img/s).
3775,3.197,0.309,698.435 img/s).
3776,2.909,0.375,577.932 img/s).
3777,3.23,0.281,594.143 img/s).
3778,3.423,0.285,690.412 img/s).
3779,3.317,0.305,771.651 img/s).
3780,3.428,0.281,700.256 img/s).
3781,3.218,0.316,671.006 img/s).
3782,3.287,0.258,612.312 img/s).
3783,3.216,0.336,734.123 img/s).
3784,2.987,0.32,472.202 img/s).
3785,3.347,0.312,764.755 img/s).
3786,2.799,0.383,166.177 img/s).
3787,3.316,0.27,673.328 img/s).
3788,3.205,0.301,733.363 img/s).
3789,2.963,0.398,727.569 img/s).
3790,3.153,0.309,737.876 img/s).
3791,2.934,0.348,735.702 img/s).
3792,3.104,0.324,712.297 img/s).
3793,3.023,0.328,752.208 img/s).
3794,3.29,0.285,692.371 img/s).
3795,3.093,0.309,706.269 img/s).
3796,2.813,0.367,526.818 img/s).
3797,2.976,0.328,705.225 img/s).
3798,3.291,0.297,604.408 img/s).
3799,3.139,0.293,818.439 img/s).
3800,3.358,0.324,657.652 img/s).
3801,3.091,0.324,745.264 img/s).
3802,3.111,0.336,714.411 img/s).
3803,3.191,0.297,711.303 img/s).
3804,2.931,0.375,726.769 img/s).
3805,3.008,0.344,741.575 img/s).
3806,3.278,0.328,726.413 img/s).
3807,3.031,0.398,666.329 img/s).
3808,3.282,0.328,742.493 img/s).
3809,3.216,0.328,713.615 img/s).
3810,3.329,0.332,709.057 img/s).
3811,2.959,0.348,717.991 img/s).
3812,3.049,0.316,610.785 img/s).
3813,3.28,0.332,653.471 img/s).
3814,3.27,0.324,720.747 img/s).
3815,3.02,0.312,697.969 img/s).
3816,3.318,0.309,694.024 img/s).
3817,2.993,0.348,65.083 img/s).
3818,3.159,0.312,714.785 img/s).
3819,3.022,0.363,655.087 img/s).
3820,3.233,0.301,665.332 img/s).
3821,3.281,0.297,642.489 img/s).
3822,2.998,0.348,626.839 img/s).
3823,3.139,0.379,610.776 img/s).
3824,3.076,0.391,142.683 img/s).
3825,3.252,0.301,715.920 img/s).
3826,3.122,0.363,734.371 img/s).
3827,3.279,0.297,701.207 img/s).
3828,3.177,0.305,654.495 img/s).
3829,3.163,0.328,663.055 img/s).
3830,3.124,0.328,734.938 img/s).
3831,3.137,0.324,524.730 img/s).
3832,3.329,0.305,720.814 img/s).
3833,2.984,0.332,717.858 img/s).
3834,2.989,0.34,721.953 img/s).
3835,3.094,0.312,741.602 img/s).
3836,3.023,0.328,527.103 img/s).
3837,3.325,0.301,644.541 img/s).
3838,3.229,0.32,679.592 img/s).
3839,3.187,0.305,644.879 img/s).
3840,2.939,0.324,693.380 img/s).
3841,3.203,0.289,510.903 img/s).
3842,3.117,0.363,588.517 img/s).
3843,3.439,0.301,693.774 img/s).
3844,3.066,0.309,577.600 img/s).
3845,3.079,0.344,669.980 img/s).
3846,3.433,0.309,580.969 img/s).
3847,3.067,0.328,450.483 img/s).
3848,3.388,0.301,698.340 img/s).
3849,2.958,0.359,662.053 img/s).
3850,3.204,0.336,620.743 img/s).
3851,3.237,0.281,380.140 img/s).
3852,3.156,0.324,667.860 img/s).
3853,3.163,0.387,666.407 img/s).
3854,3.162,0.32,650.920 img/s).
3855,3.359,0.293,653.323 img/s).
3856,3.223,0.285,523.726 img/s).
3857,3.026,0.32,537.063 img/s).
3858,3.275,0.281,643.347 img/s).
3859,2.963,0.352,577.265 img/s).
3860,3.18,0.355,648.760 img/s).
3861,3.047,0.375,527.087 img/s).
3862,3.359,0.336,552.329 img/s).
3863,2.892,0.383,645.875 img/s).
3864,3.294,0.324,672.394 img/s).
3865,3.295,0.289,702.100 img/s).
3866,3.1,0.344,616.531 img/s).
3867,3.04,0.344,623.482 img/s).
3868,3.161,0.316,678.950 img/s).
3869,3.077,0.301,683.438 img/s).
3870,3.537,0.23,605.775 img/s).
3871,3.049,0.316,662.265 img/s).
3872,3.285,0.305,466.180 img/s).
3873,3.278,0.254,670.307 img/s).
3874,3.033,0.344,524.716 img/s).
3875,3.061,0.309,620.867 img/s).
3876,3.276,0.332,586.639 img/s).
3877,3.122,0.324,27.125 img/s).
3878,3.103,0.32,634.921 img/s).
3879,2.922,0.344,735.972 img/s).
3880,2.974,0.344,649.378 img/s).
3881,3.199,0.27,598.051 img/s).
3882,3.094,0.316,444.482 img/s).
3883,3.053,0.359,620.194 img/s).
3884,3.429,0.301,664.913 img/s).
3885,3.071,0.297,658.390 img/s).
3886,2.913,0.375,611.981 img/s).
3887,3.251,0.312,395.974 img/s).
3888,3.264,0.324,594.647 img/s).
3889,3.383,0.32,661.044 img/s).
3890,2.994,0.363,652.062 img/s).
3891,3.388,0.289,655.299 img/s).
3892,2.775,0.387,666.160 img/s).
3893,3.295,0.293,650.303 img/s).
3894,3.424,0.219,642.674 img/s).
3895,2.98,0.348,683.682 img/s).
3896,3.207,0.355,640.991 img/s).
3897,3.205,0.324,375.697 img/s).
3898,3.253,0.305,659.786 img/s).
3899,2.99,0.355,657.256 img/s).
3900,3.167,0.309,634.808 img/s).
3901,3.03,0.371,670.176 img/s).
3902,3.632,0.23,668.093 img/s).
3903,3.117,0.344,633.161 img/s).
3904,3.168,0.316,689.062 img/s).
3905,3.092,0.398,633.048 img/s).
3906,2.916,0.371,676.929 img/s).
3907,3.276,0.309,644.776 img/s).
3908,3.236,0.281,610.625 img/s).
3909,3.206,0.352,630.063 img/s).
3910,3.253,0.32,689.108 img/s).
3911,3.398,0.266,583.843 img/s).
3912,3.227,0.285,635.969 img/s).
3913,2.924,0.367,649.124 img/s).
3914,2.975,0.355,654.150 img/s).
3915,3.095,0.332,676.075 img/s).
3916,3.158,0.305,594.652 img/s).
3917,3.284,0.281,618.964 img/s).
3918,3.045,0.371,664.515 img/s).
3919,3.228,0.297,623.574 img/s).
3920,3.251,0.34,672.542 img/s).
3921,2.985,0.371,673.588 img/s).
3922,3.042,0.348,657.853 img/s).
3923,3.394,0.305,638.089 img/s).
3924,3.333,0.309,648.500 img/s).
3925,3.434,0.273,723.043 img/s).
3926,3.115,0.332,627.133 img/s).
3927,2.905,0.34,614.227 img/s).
3928,3.189,0.328,678.015 img/s).
3929,2.857,0.363,661.684 img/s).
3930,3.111,0.305,667.631 img/s).
3931,3.157,0.328,681.622 img/s).
3932,3.14,0.309,632.591 img/s).
3933,3.148,0.316,722.946 img/s).
3934,2.822,0.379,557.971 img/s).
3935,3.186,0.293,661.796 img/s).
3936,3.27,0.309,639.641 img/s).
3937,2.811,0.383,672.088 img/s).
3938,3.162,0.312,644.710 img/s).
3939,3.303,0.301,676.168 img/s).
3940,2.957,0.348,639.486 img/s).
3941,3.13,0.32,588.003 img/s).
3942,2.865,0.383,680.248 img/s).
3943,3.182,0.336,621.350 img/s).
3944,3.254,0.281,627.774 img/s).
3945,2.902,0.402,655.488 img/s).
3946,3.193,0.312,572.162 img/s).
3947,3.101,0.34,676.098 img/s).
3948,3.246,0.34,690.756 img/s).
3949,3.376,0.305,697.335 img/s).
3950,3.066,0.297,533.119 img/s).
3951,3.128,0.324,673.508 img/s).
3952,3.444,0.285,677.236 img/s).
3953,3.089,0.309,562.427 img/s).
3954,3.232,0.324,646.393 img/s).
3955,3.187,0.297,662.983 img/s).
3956,2.974,0.375,729.142 img/s).
3957,2.916,0.312,637.879 img/s).
3958,3.329,0.352,716.645 img/s).
3959,3.169,0.348,671.866 img/s).
3960,3.047,0.301,686.698 img/s).
3961,3.082,0.34,647.560 img/s).
3962,3.134,0.316,674.735 img/s).
3963,2.827,0.371,691.706 img/s).
3964,3.036,0.344,438.922 img/s).
3965,2.822,0.391,669.148 img/s).
3966,3.153,0.336,468.953 img/s).
3967,2.849,0.367,703.864 img/s).
3968,3.032,0.348,661.030 img/s).
3969,3.148,0.309,686.376 img/s).
3970,3.117,0.352,647.530 img/s).
3971,3.221,0.309,654.005 img/s).
3972,3.288,0.258,659.013 img/s).
3973,3.053,0.352,675.395 img/s).
3974,3.348,0.316,594.359 img/s).
3975,2.825,0.391,697.668 img/s).
3976,3.252,0.336,571.854 img/s).
3977,3.463,0.27,682.332 img/s).
3978,3.038,0.332,650.583 img/s).
3979,2.923,0.348,684.656 img/s).
3980,3.147,0.352,700.107 img/s).
3981,3.156,0.332,675.822 img/s).
3982,2.992,0.359,671.313 img/s).
3983,3.377,0.246,637.851 img/s).
3984,3.047,0.328,700.265 img/s).
3985,2.977,0.383,688.607 img/s).
3986,2.765,0.402,659.666 img/s).
3987,3.1,0.359,706.887 img/s).
3988,3.324,0.273,658.023 img/s).
3989,3.447,0.32,663.346 img/s).
3990,3.011,0.32,571.787 img/s).
3991,3.216,0.352,654.073 img/s).
3992,3.186,0.293,660.014 img/s).
3993,3.378,0.277,677.732 img/s).
3994,3.108,0.324,704.578 img/s).
3995,3.162,0.305,689.182 img/s).
3996,3.15,0.309,656.703 img/s).
3997,3.241,0.32,668.312 img/s).
3998,3.26,0.352,657.694 img/s).
3999,3.206,0.309,666.950 img/s).
4000,3.17,0.32,690.783 img/s).
4001,3.169,0.309,671.678 img/s).
4002,3.22,0.309,568.405 img/s).
4003,3.292,0.309,525.157 img/s).
4004,3.216,0.328,601.097 img/s).
4005,3.059,0.336,658.465 img/s).
4006,3.01,0.363,617.543 img/s).
4007,2.885,0.414,671.809 img/s).
4008,3.212,0.336,701.761 img/s).
4009,3.215,0.281,700.983 img/s).
4010,3.03,0.355,592.666 img/s).
4011,2.876,0.34,680.585 img/s).
4012,3.041,0.336,638.967 img/s).
4013,3.3,0.328,600.130 img/s).
4014,3.027,0.34,552.568 img/s).
4015,3.044,0.312,715.635 img/s).
4016,3.132,0.367,673.193 img/s).
4017,2.876,0.352,681.058 img/s).
4018,3.157,0.344,751.631 img/s).
4019,2.964,0.344,697.104 img/s).
4020,2.94,0.402,675.879 img/s).
4021,3.246,0.289,714.688 img/s).
4022,3.216,0.312,565.599 img/s).
4023,3.108,0.344,721.256 img/s).
4024,3.153,0.332,682.673 img/s).
4025,3.2,0.352,685.803 img/s).
4026,3.222,0.262,636.927 img/s).
4027,2.763,0.387,656.161 img/s).
4028,3.366,0.293,709.530 img/s).
4029,3.046,0.34,680.742 img/s).
4030,2.825,0.352,629.847 img/s).
4031,2.983,0.34,695.198 img/s).
4032,3.023,0.344,688.632 img/s).
4033,3.101,0.328,713.445 img/s).
4034,2.879,0.355,651.077 img/s).
4035,3.035,0.336,626.151 img/s).
4036,2.909,0.383,664.955 img/s).
4037,3.003,0.32,726.651 img/s).
4038,2.971,0.352,643.134 img/s).
4039,2.982,0.363,716.810 img/s).
4040,3.073,0.328,635.619 img/s).
4041,3.248,0.348,613.525 img/s).
4042,3.174,0.348,692.315 img/s).
4043,2.961,0.352,697.878 img/s).
4044,3.066,0.297,684.699 img/s).
4045,3.147,0.336,691.020 img/s).
4046,2.753,0.375,703.056 img/s).
4047,3.445,0.305,23.028 img/s).
4048,3.235,0.332,1003.197 img/s).
4049,3.087,0.324,1022.342 img/s).
4050,3.207,0.348,1088.489 img/s).
4051,3.24,0.328,1090.668 img/s).
4052,3.164,0.352,946.169 img/s).
4053,3.211,0.344,603.095 img/s).
4054,3.146,0.375,679.580 img/s).
4055,3.101,0.344,698.242 img/s).
4056,3.133,0.332,610.705 img/s).
4057,3.136,0.316,649.386 img/s).
4058,3.073,0.34,716.362 img/s).
4059,2.944,0.355,706.411 img/s).
4060,3.218,0.348,628.322 img/s).
4061,3.317,0.34,708.267 img/s).
4062,3.212,0.305,675.088 img/s).
4063,2.966,0.355,687.707 img/s).
4064,2.989,0.336,648.465 img/s).
4065,2.935,0.367,728.055 img/s).
4066,3.003,0.348,699.088 img/s).
4067,2.922,0.348,736.491 img/s).
4068,2.827,0.402,687.697 img/s).
4069,3.162,0.348,718.929 img/s).
4070,3.016,0.324,684.827 img/s).
4071,3.459,0.262,705.167 img/s).
4072,3.09,0.32,668.110 img/s).
4073,3.207,0.32,683.038 img/s).
4074,3.013,0.352,638.130 img/s).
4075,3.084,0.312,674.146 img/s).
4076,3.22,0.316,700.022 img/s).
4077,3.154,0.344,700.368 img/s).
4078,2.955,0.34,711.530 img/s).
4079,3.163,0.312,681.137 img/s).
4080,3.004,0.359,734.826 img/s).
4081,3.137,0.344,697.984 img/s).
4082,2.894,0.379,705.510 img/s).
4083,3.18,0.312,646.688 img/s).
4084,3.028,0.336,702.875 img/s).
4085,2.86,0.375,667.454 img/s).
4086,2.939,0.363,701.101 img/s).
4087,3.097,0.363,633.723 img/s).
4088,3.09,0.34,669.897 img/s).
4089,3.394,0.281,677.146 img/s).
4090,3.245,0.309,690.829 img/s).
4091,3.1,0.34,699.734 img/s).
4092,3.225,0.348,712.106 img/s).
4093,3.261,0.324,683.941 img/s).
4094,3.063,0.328,660.919 img/s).
4095,3.146,0.355,715.668 img/s).
4096,2.934,0.383,670.744 img/s).
4097,2.927,0.395,523.253 img/s).
4098,3.039,0.355,635.727 img/s).
4099,3.228,0.371,719.252 img/s).
4100,3.413,0.332,722.764 img/s).
4101,3.44,0.297,693.089 img/s).
4102,3.337,0.332,713.388 img/s).
4103,3.246,0.316,648.749 img/s).
4104,3.234,0.312,703.387 img/s).
4105,2.977,0.375,624.560 img/s).
4106,3.35,0.305,734.267 img/s).
4107,3.063,0.379,688.548 img/s).
4108,3.123,0.344,674.071 img/s).
4109,2.78,0.406,700.568 img/s).
4110,3.035,0.328,708.300 img/s).
4111,2.872,0.367,664.921 img/s).
4112,3.173,0.32,677.340 img/s).
4113,3.175,0.32,604.670 img/s).
4114,2.966,0.387,727.686 img/s).
4115,2.96,0.363,719.642 img/s).
4116,3.226,0.27,699.691 img/s).
4117,3.221,0.316,653.288 img/s).
4118,3.008,0.352,516.615 img/s).
4119,3.096,0.352,699.889 img/s).
4120,3.054,0.348,697.295 img/s).
4121,3.058,0.367,702.961 img/s).
4122,3.054,0.316,664.973 img/s).
4123,3.086,0.316,649.243 img/s).
4124,3.269,0.328,730.538 img/s).
4125,3.358,0.301,671.391 img/s).
4126,3.164,0.371,683.371 img/s).
4127,2.93,0.367,713.743 img/s).
4128,3.162,0.355,624.385 img/s).
4129,3.133,0.312,726.199 img/s).
4130,3.169,0.359,701.734 img/s).
4131,3.129,0.34,690.436 img/s).
4132,3.019,0.367,708.895 img/s).
4133,3.196,0.316,705.164 img/s).
4134,3.241,0.344,548.717 img/s).
4135,3.187,0.328,682.740 img/s).
4136,3.088,0.34,728.768 img/s).
4137,3.044,0.355,704.085 img/s).
4138,3.006,0.336,655.580 img/s).
4139,2.925,0.312,580.674 img/s).
4140,3.155,0.387,726.150 img/s).
4141,3.263,0.328,674.736 img/s).
4142,3.145,0.352,675.999 img/s).
4143,2.97,0.301,682.842 img/s).
4144,3.101,0.332,705.134 img/s).
4145,2.85,0.332,728.292 img/s).
4146,2.988,0.391,673.511 img/s).
4147,3.059,0.336,712.415 img/s).
4148,3.042,0.348,659.903 img/s).
4149,3.141,0.359,684.096 img/s).
4150,2.855,0.391,698.669 img/s).
4151,3.156,0.324,688.346 img/s).
4152,3.104,0.332,600.049 img/s).
4153,2.984,0.352,711.533 img/s).
4154,3.168,0.34,645.404 img/s).
4155,2.992,0.414,579.699 img/s).
4156,3.205,0.34,713.005 img/s).
4157,2.715,0.445,612.164 img/s).
4158,3.242,0.297,688.575 img/s).
4159,3.137,0.352,662.656 img/s).
4160,3.442,0.27,713.591 img/s).
4161,3.158,0.301,680.342 img/s).
4162,3.274,0.32,709.641 img/s).
4163,2.889,0.383,711.473 img/s).
4164,3.281,0.305,711.601 img/s).
4165,3.127,0.312,666.532 img/s).
4166,3.155,0.336,468.352 img/s).
4167,2.676,0.426,688.973 img/s).
4168,2.934,0.359,722.402 img/s).
4169,3.106,0.336,653.481 img/s).
4170,3.331,0.344,702.039 img/s).
4171,2.967,0.379,606.807 img/s).
4172,3.069,0.336,648.823 img/s).
4173,3.087,0.348,696.353 img/s).
4174,3.146,0.379,687.159 img/s).
4175,3.14,0.336,692.229 img/s).
4176,3.433,0.309,636.885 img/s).
4177,3.073,0.352,554.803 img/s).
4178,2.858,0.352,746.496 img/s).
4179,3.346,0.344,638.333 img/s).
4180,2.959,0.355,692.700 img/s).
4181,3.06,0.336,735.012 img/s).
4182,2.886,0.395,81.840 img/s).
4183,3.115,0.273,674.654 img/s).
4184,3.154,0.289,677.929 img/s).
4185,2.913,0.367,691.734 img/s).
4186,3.148,0.328,675.117 img/s).
4187,3.283,0.34,697.059 img/s).
4188,3.272,0.371,751.430 img/s).
4189,3.181,0.309,429.820 img/s).
4190,2.992,0.367,668.579 img/s).
4191,3.049,0.336,729.123 img/s).
4192,3.068,0.344,713.542 img/s).
4193,3.273,0.34,721.280 img/s).
4194,2.944,0.375,70.245 img/s).
4195,3.157,0.266,51.669 img/s).
4196,3.223,0.332,1033.241 img/s).
4197,3.145,0.359,858.489 img/s).
4198,3.117,0.301,1058.052 img/s).
4199,2.947,0.34,1100.947 img/s).
4200,3.003,0.348,1030.631 img/s).
4201,2.984,0.379,1046.050 img/s).
4202,3.391,0.266,841.964 img/s).
4203,3.317,0.316,620.185 img/s).
4204,3.31,0.285,694.922 img/s).
4205,3.061,0.348,630.701 img/s).
4206,2.965,0.297,646.953 img/s).
4207,2.781,0.371,676.750 img/s).
4208,2.871,0.375,719.527 img/s).
4209,2.855,0.406,721.001 img/s).
4210,3.252,0.32,706.782 img/s).
4211,3.258,0.324,553.781 img/s).
4212,3.171,0.352,639.760 img/s).
4213,3.416,0.301,624.923 img/s).
4214,3.12,0.352,696.196 img/s).
4215,3.206,0.355,679.693 img/s).
4216,3.234,0.312,682.751 img/s).
4217,3.065,0.344,676.932 img/s).
4218,3.197,0.32,692.650 img/s).
4219,3.187,0.309,738.893 img/s).
4220,3.124,0.32,713.064 img/s).
4221,2.979,0.352,658.697 img/s).
4222,3.383,0.266,718.634 img/s).
4223,2.918,0.355,652.368 img/s).
4224,3.127,0.348,710.967 img/s).
4225,2.641,0.406,491.838 img/s).
4226,2.992,0.324,705.365 img/s).
4227,3.397,0.316,680.585 img/s).
4228,2.929,0.395,700.045 img/s).
4229,3.163,0.332,731.385 img/s).
4230,2.955,0.371,740.244 img/s).
4231,3.088,0.316,702.153 img/s).
4232,3.14,0.363,638.140 img/s).
